주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,장애인전용주차구역보유여부,데이터기준일자
115-2-000010,화곡6-1,공영,노외,서울특별시 강서구 우장산로 114,서울특별시 강서구 화곡동 1103-6,293,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5,100,,,70000,신용카드,"국가유공상이자,장애인,고엽제후유의증환자 80할인+경차 및 저공해자동차 50할인",서울특별시 강서구청,02-2065-1575,37.553032,126.848514,Y,2025-04-02
115-2-000011,볏골공원,공영,노외,서울특별시 강서구 까치산로4길 22,서울특별시 강서구 화곡동 98-99,219,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5,100,,,60000,신용카드,"국가유공상이자,장애인,고엽제후유의증환자 80할인+경차 및 저공해자동차 50할인",서울특별시 강서구청,02-2065-1575,37.541816,126.844323,Y,2025-04-02
115-3-000002,곰달래문화복지센터,공영,부설,서울특별시 강서구 강서로5길 50,서울특별시 강서구 화곡동 890,248,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5,100,,,80000,신용카드,"국가유공상이자,장애인,고엽제후유의증환자 80할인+경차 및 저공해자동차 50할인",서울특별시 강서구청,02-2065-1575,37.52905997,126.848898,Y,2025-04-02
115-2-000013,가로공원로지하,공영,노외,,서울특별시 강서구 화곡동 662-15,512,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5,100,,,60000,신용카드,"국가유공상이자,장애인,고엽제후유의증환자 80할인+경차 및 저공해자동차 50할인",서울특별시 강서구청,02-2065-1575,37.537235,126.837039,Y,2025-04-02
115-2-000018,서울식물원 제2주차장,공영,노외,,서울특별시 강서구 마곡동 20-3,202,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5,100,,,50000,신용카드,"국가유공상이자,장애인,고엽제후유의증환자 80할인+경차 및 저공해자동차 50할인",서울특별시 강서구청,02-2065-1575,37.572662,126.835236,Y,2025-04-02
115-2-000001,화곡본-2,공영,노외,서울특별시 강서구 초록마을로5길 43,서울특별시 강서구 화곡동 46-127,100,5,미시행,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,5,50,5,50,,,50000,신용카드,"국가유공상이자,장애인,고엽제후유의증환자 80할인+경차 및 저공해자동차 50할인",서울특별시 강서구청,02-2065-1575,37.54432026,126.848448,Y,2025-04-02
115-2-000002,화곡2-1,공영,노외,서울특별시 강서구 강서로18아길 26-15,서울특별시 강서구 화곡동 167-10,58,5,미시행,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,5,50,5,50,,,50000,신용카드,"국가유공상이자,장애인,고엽제후유의증환자 80할인+경차 및 저공해자동차 50할인",서울특별시 강서구청,02-2065-1575,37.536046,126.852432,Y,2025-04-02
115-2-000003,화곡3-1,공영,노외,서울특별시 강서구 화곡로15길 40,서울특별시 강서구 화곡동 1045,99,5,미시행,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,5,50,5,50,,,50000,신용카드,"국가유공상이자,장애인,고엽제후유의증환자 80할인+경차 및 저공해자동차 50할인",서울특별시 강서구청,02-2065-1575,37.541769,126.834727,Y,2025-04-02
115-2-000005,화곡5-1,공영,노외,서울특별시 강서구 강서로36길 21,서울특별시 강서구 화곡동 1030-33,26,5,미시행,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,5,50,5,50,,,50000,신용카드,"국가유공상이자,장애인,고엽제후유의증환자 80할인+경차 및 저공해자동차 50할인",서울특별시 강서구청,02-2065-1575,37.54387049,126.839922,Y,2025-04-02
115-2-000006,화곡5-2,공영,노외,서울특별시 강서구 강서로34길 41-21,서울특별시 강서구 화곡동 1056-2,27,5,미시행,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,5,50,5,50,,,50000,신용카드,"국가유공상이자,장애인,고엽제후유의증환자 80할인+경차 및 저공해자동차 50할인",서울특별시 강서구청,02-2065-1575,37.544352,126.840763,Y,2025-04-02
115-2-000007,화곡5-3,공영,노외,서울특별시 강서구 화곡로27가길 38,서울특별시 강서구 화곡동 1060-18,13,5,미시행,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,5,50,5,50,,,50000,신용카드,"국가유공상이자,장애인,고엽제후유의증환자 80할인+경차 및 저공해자동차 50할인",서울특별시 강서구청,02-2065-1575,37.543454,126.842258,Y,2025-04-02
115-2-000008,화곡7-1,공영,노외,서울특별시 강서구 월정로32길 68,서울특별시 강서구 화곡동 370-63,86,5,미시행,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,5,50,5,50,,,50000,신용카드,"국가유공상이자,장애인,고엽제후유의증환자 80할인+경차 및 저공해자동차 50할인",서울특별시 강서구청,02-2065-1575,37.536016,126.839155,Y,2025-04-02
115-2-000009,등촌2-1,공영,노외,서울특별시 강서구 등촌로55길 33-16,서울특별시 강서구 등촌동 531-5,110,5,미시행,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,5,50,5,50,,,50000,신용카드,"국가유공상이자,장애인,고엽제후유의증환자 80할인+경차 및 저공해자동차 50할인",서울특별시 강서구청,02-2065-1575,37.549799,126.861316,Y,2025-04-02
115-2-000014,화곡본-1,공영,노외,서울특별시 강서구 초록마을로26길 48,서울특별시 강서구 화곡동56-127,98,5,미시행,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,5,50,5,50,,,50000,신용카드,"국가유공상이자,장애인,고엽제후유의증환자 80할인+경차 및 저공해자동차 50할인",서울특별시 강서구청,02-2065-1575,37.539744,126.849772,Y,2025-04-02
115-2-000015,화곡1-1,공영,노외,서울특별시 강서구 곰달래로15길 28,서울특별시 강서구 화곡동424-94,99,5,미시행,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,5,50,5,50,,,50000,신용카드,"국가유공상이자,장애인,고엽제후유의증환자 80할인+경차 및 저공해자동차 50할인",서울특별시 강서구청,02-2065-1575,37.53142042,126.839874,Y,2025-04-02
115-2-000016,화곡8-1,공영,노외,서울특별시 강서구 초록마을로22길 57-11,서울특별시 강서구 화곡동 410-60,59,5,미시행,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,5,50,5,50,,,50000,신용카드,"국가유공상이자,장애인,고엽제후유의증환자 80할인+경차 및 저공해자동차 50할인",서울특별시 강서구청,02-2065-1575,37.538511,126.8488399593,Y,2025-04-02
115-2-000017,화곡8-2,공영,노외,서울특별시 강서구 초록마을로 126,서울특별시 강서구 화곡동 410-4,109,5,미시행,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,5,50,5,50,,,50000,신용카드,"국가유공상이자,장애인,고엽제후유의증환자 80할인+경차 및 저공해자동차 50할인",서울특별시 강서구청,02-2065-1575,37.537679,126.850354,Y,2025-04-02
115-3-000003,등서초,공영,부설,서울특별시 강서구 화곡로58길 86,서울특별시 강서구 화곡동 1130-4,32,5,미시행,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,5,50,5,50,,,50000,신용카드,"국가유공상이자,장애인,고엽제후유의증환자 80할인+경차 및 저공해자동차 50할인",서울특별시 강서구청,02-2065-1575,37.551884,126.855038,Y,2025-04-02
115-2-000021,화곡1-2,공영,노외,,서울특별시 강서구 화곡동 366-47,9,5,미시행,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,5,50,5,50,,,50000,신용카드,"국가유공상이자,장애인,고엽제후유의증환자 80할인+경차 및 저공해자동차 50할인",서울특별시 강서구청,02-2065-1575,37.53382242,126.8410246,N,2025-04-02
